id,title,deadline,price,image_url,link_info,link_reg,category,keterangan,is_active
47,NATIONAL ESSAY COMPETITION,2025-04-15,60000,https://barium.dfxx.fun/storage/01JQJ72BHT04KT3Y0NNWEFG4QZ.png,https://www.instagram.com/p/DHuN5NHCBlG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
40,NATIONAL ESSAY COMPETITION,2025-04-18,75000,https://barium.dfxx.fun/storage/01JQE8S6YX9MTB08AYN1RYE3YJ.png,https://www.instagram.com/p/DHnjhsxJsmr/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
48,KEJUARAAN SAINS PELAJAR INDONESIA,2025-04-18,0,https://barium.dfxx.fun/storage/01JQJ7DA8AXFF54V97FWV0C2A0.png,https://www.instagram.com/p/DHpy2_0TqKM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
59,LOMBA KARYA TULIS ILMIAH NASIONAL,2025-04-18,100000,https://barium.dfxx.fun/storage/01JRW67YDCA8PPR04WEFM3RS07.png,https://www.instagram.com/p/DIBoCjKpK9H/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
62,ESSAY COMETITION FUTURE FORWARD,2025-04-18,35000,https://barium.dfxx.fun/storage/01JRW6J444845MJ4SM66HMWHDA.png,https://www.instagram.com/p/DISfAdizpmK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
66,CHEMICAL ENGINEERING FREE CLASS,2025-04-19,0,https://barium.dfxx.fun/storage/01JRW716V6HVH3KKZ7XHBV7ZRP.png,https://www.instagram.com/p/DIRGuq9zM2P/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
51,PANGSA ESSAY COMPETITION 2025,2025-04-20,30000,https://barium.dfxx.fun/storage/01JQZ3J0A3HNHWF4K9ADZ6BERC.png,https://www.instagram.com/p/DHvQm--Pf6E/?utm_source=ig_web_copy_link,,,,TRUE
65,LINGFEST 3.0 COMPETITION FKIP UNS,2025-04-20,30000,https://barium.dfxx.fun/storage/01JRW6VQJJG1N9KQR91GDX76XH.png,https://www.instagram.com/p/DIQOs40SKvp/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
50,BUSINESS PLAN,2025-04-21,100000,https://barium.dfxx.fun/storage/01JQZ3AZBDD1K1DKBAN60XBC06.png,https://www.instagram.com/p/DH-vDkjSXYo/?utm_source=ig_web_copy_link,,,,TRUE
38,LOMBA POSTER PUBLIK NASIONAL,2025-04-24,25000,https://barium.dfxx.fun/storage/01JQE8HHZ0NC64PH0DJKY2T4DZ.png,https://www.instagram.com/p/DHoyKMVTxmJ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
45,NATIONAL SCIENTIFIC COMPETITION,2025-04-25,75000,https://barium.dfxx.fun/storage/01JQE9T15W6Q6J31C6VFRF7Y6C.png,https://www.instagram.com/p/DHkeUsBPGfB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
58,PELATIHAN MANAJEMEN RISIKO K3,2025-04-26,300000,https://barium.dfxx.fun/storage/01JQZ9P586QV80D3A3RR85B469.png,https://www.instagram.com/p/DHTMaHvTvyg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
42,GLOBAL INTERNATIONAL SEMINAR,2025-04-27,0,https://barium.dfxx.fun/storage/01JQE97MSRTD8HVZDGRWPHX4P4.png,https://www.instagram.com/p/DHsJsFgzl5Z/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
64,AECTION 7.0,2025-04-29,100000,https://barium.dfxx.fun/storage/01JRW6S25MHEGV9P0NH7V86WAM.png,https://www.instagram.com/p/DHBUJEBvSh8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
57,IEEE FEST 2025,2025-04-30,55000,https://barium.dfxx.fun/storage/01JQZ9EY9YW64DKNJBKWB2KRVW.png,https://www.instagram.com/p/DIAd5ysTBLf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
61,ESSAY COMPETITION ( GEODEFEST 2025),2025-04-30,25000,https://barium.dfxx.fun/storage/01JRW6E3TGJT1QBTCK44C5JKB5.png,https://www.instagram.com/p/DH7XTaZTeqE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
63,KSE JUARA 2025,2025-04-30,65000,https://barium.dfxx.fun/storage/01JRW6N56XK6HDZ1PZE4DV54QJ.png,https://www.instagram.com/p/DII3v5VzDZQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
74,PENDIKAR 2025,2025-05-02,0,https://barium.dfxx.fun/storage/01JTB7QAHFF5S6WE6W1WSKVQ3X.png,https://www.instagram.com/p/DI5RCXdyd6n/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
76,POP COMPETITION,2025-05-07,0,https://barium.dfxx.fun/storage/01JTD1YSQ9AQR5Q3Q540351YRY.png,https://www.instagram.com/p/DJE03THTumt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
68,WMMC 2025,2025-05-08,0,https://barium.dfxx.fun/storage/01JTB6JB5NRXT7Y49PFRV92B6Q.png,https://www.instagram.com/p/DI-2gW1ydg-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
80,KREASI PUBLIK,2025-05-08,35000,https://barium.dfxx.fun/storage/01JTD2KTZFFP1GHA77HABGQJR7.png,https://www.instagram.com/p/DI-k2lZThua/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
70,SPARK,2025-05-10,0,https://barium.dfxx.fun/storage/01JTB72CF2J07G04QPKNYHC1EM.png,https://www.instagram.com/p/DJLgLh3yf8s/?utm_source=ig_web_copy_link,,,,TRUE
73,MIRACLE PUBLIC HEALTH COMPETITION,2025-05-12,135000,https://barium.dfxx.fun/storage/01JTB7HGPXNYTDPCC3M06Z71V6.png,https://www.instagram.com/p/DJI7opRyeO8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
72,FOPESCO,2025-05-15,15000,https://barium.dfxx.fun/storage/01JTB78X4D3W2HRS4SQRHQW2QW.png,https://www.instagram.com/p/DJI8NZnSbbZ/?utm_source=ig_web_copy_link,,,,TRUE
69,XENOVOLUTION CUP 10.0,2025-05-16,0,https://barium.dfxx.fun/storage/01JTB6QNTHXHHNAQ3JH7M56FGR.png,https://www.instagram.com/p/DJLzT-gyipT/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
71,POSTER COMPETITION,2025-05-16,0,https://barium.dfxx.fun/storage/01JTB76KC8NHARH3F1DXHRRHRX.png,https://www.instagram.com/p/DJLf54XyEQs/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
83,CALL FOR PAPER,2025-05-16,50000,https://barium.dfxx.fun/storage/01JTD32HDR25NJCRHJTHW4WGK7.png,https://www.instagram.com/p/DI_Vqk6p1R_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
78,BRAWIJAYA CHEMISTRY WEEK 2025,2025-05-17,95000,https://barium.dfxx.fun/storage/01JTD28H60QQA2XH0ZWENRFYKW.png,https://www.instagram.com/p/DJJaURJpvjR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
79,PEKAN SAINS NASIONAL,2025-05-17,100000,https://barium.dfxx.fun/storage/01JTD2C4XB1R81S34D281XC5R8.png,https://www.instagram.com/p/DJGnywTTOvn/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
75,ECOFORSTUNAT,2025-05-20,0,https://barium.dfxx.fun/storage/01JTD1TRDTPC02ZP2DNT5PBN46.png,https://www.instagram.com/p/DJE0tUITjLF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
81,INSPIRASI AKSARA NUSANTARA,2025-05-20,45000,https://barium.dfxx.fun/storage/01JTD2Q6225XEGW6VEJ8X9GZ34.png,https://www.instagram.com/p/DJIueu0z7CP/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
77,INTERNATIONAL SEMINAR OF WINTAS & 1 ST DIGITAL ACCOUNTING COMPETITION,2025-05-24,100000,https://barium.dfxx.fun/storage/01JTD233YQHQBKS5NC3XHV3A9B.png,https://www.instagram.com/p/DJGTNMIznQM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
82,FASSCOM 25 (NATIONAL ESSAY COMPETITION),2025-05-31,70000,https://barium.dfxx.fun/storage/01JTD2Z96BXJZP05R75SY9XZ7G.png,https://www.instagram.com/p/DJHMk5PzLD3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
87,GEMASTE 2025 NATIONAL ESSAY COMPETITION,2025-06-01,50000,https://barium.dfxx.fun/storage/01JWTMEHSQCH9GSJKN6M62SFKF.png,https://www.instagram.com/p/DJ_mZhVPF0M/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
86,LOMBA TEORIST UKMP 2025 ESAI NASIONAL,2025-06-05,35000,https://barium.dfxx.fun/storage/01JWTM9Z1Z3WNBH6D5AEJ0B8Z9.png,https://www.instagram.com/p/DJ71kvECUzp/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
85,"LOMBA POSTER NASIONAL '' NUSANTARA DENGAN PRODUK SUSU LOKAL""",2025-06-07,0,https://barium.dfxx.fun/storage/01JWTM1TSGY1ANZ5XDPPNYQRB1.png,https://www.instagram.com/p/DKJpwKTpgzV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
96,LKTI METHANOL 2025,2025-06-08,120000,https://barium.dfxx.fun/storage/01JWTQ1A0FTGV92A4JAJPBT0GA.png,https://www.instagram.com/p/DJoq-XGpgtL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
95,STUDENT PAPER COMPETITION,2025-06-09,100000,https://barium.dfxx.fun/storage/01JWTPVR2E9R2DYFTETHV0V5X0.png,https://www.instagram.com/p/DKJ9HVGx34i/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
90,NATIONAL BIOTECHNOLOGY ESSAY COMPETITION (NBEC) 2025,2025-06-10,40000,https://barium.dfxx.fun/storage/01JWTN4RFR2JP9PF5PFDRJWAFE.png,https://www.instagram.com/p/DKTAxDoo38D/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
101,BIOTECHFEST VIDEO  EDUKASI,2025-06-10,0,https://barium.dfxx.fun/storage/01JWTQX7J1H3F2MPNM5SSKQDCJ.png,https://www.instagram.com/p/DKBy8bETke1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
100,ENFICTION III,2025-06-12,40000,https://barium.dfxx.fun/storage/01JWTQS3KT31HHXHC9DGE64GZM.png,https://www.instagram.com/p/DKOubHzpUme/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
99,POLFEST LOMBA ESSAY TINGKAT NASIONAL,2025-06-13,15000,https://barium.dfxx.fun/storage/01JWTQMXNP2TJS9WRPDQCV32RV.png,https://www.instagram.com/p/DKKI-DOxR4W/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
88,PLANTATION SMART COMPETITION 2025,2025-06-14,20000,https://barium.dfxx.fun/storage/01JWTMHGJGAK11K9KCPX7S38MF.png,https://www.instagram.com/p/DKUqfS2PTu3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
105,BRAWIJAYA ESSAY COMPETITION 2025,2025-06-15,65000,https://barium.dfxx.fun/storage/01JXENCJ8JMJD2RP7FKN5QQ4V9.png,https://www.instagram.com/p/DKg0U18Srbr/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
102,PEKAN RAYA POSTER MAHASISWA NASIONAL 2025,2025-06-17,60000,https://barium.dfxx.fun/storage/01JXEN25NG5G98YVTP6BDFS0PA.png,https://www.instagram.com/p/DKZzU_0TjhM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
92,DENTISTRY SCIENTIFIC COMPETITION INTERNATIONAL ESSAY,2025-06-18,175000,https://barium.dfxx.fun/storage/01JWTPJR34NCE3EDZAFGJANH0B.png,https://www.instagram.com/p/DKVciJrzsJb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
94,DINAMIS ESSAY COMPETITION,2025-06-18,30000,https://barium.dfxx.fun/storage/01JWTPQWY43VKT9AJ7MS7SD357.png,https://www.instagram.com/p/DKZIkoOO1yC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
97,PRISMATIC 2025,2025-06-20,40000,https://barium.dfxx.fun/storage/01JWTQ5Z87Z4JE0GC2PHN6DEMC.png,https://www.instagram.com/p/DKYS9y-vcdh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
98,DIPONEGORO SCIENCE COMPETITION LKTI,2025-06-20,0,https://barium.dfxx.fun/storage/01JWTQGYEDMSS6V9QCD5QVMSND.png,https://www.instagram.com/p/DJ9Ke_1pmom/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
93,CYANIDE UDAYANA XXIX ESSAY,2025-06-21,40000,https://barium.dfxx.fun/storage/01JWTPNC8QZNKQ71T7PSPYF4ZQ.png,https://www.instagram.com/p/DKOZeD8zGqC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
7,LPS CALL FOR RESEARCH,2025-06-25,0,https://barium.dfxx.fun/storage/01JN1CC16MHH8YH7NA48ZZYRNK.jpg,https://www.instagram.com/share/p/BAVqipIKiQ,,,,TRUE
106,LKTI FENOL UNNES 2025,2025-06-26,125000,https://barium.dfxx.fun/storage/01JXENGZWDEW86VMVNBJZ4Z0H7.png,https://www.instagram.com/p/DKH-_zkP5Bo/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
104,FINEST,2025-06-27,100000,https://barium.dfxx.fun/storage/01JXEN8NX0FSSBXYKD9C8J0R8G.png,https://www.instagram.com/p/DKtZSTqv7z5/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
103,PEKAN IT 2025,2025-06-28,50000,https://barium.dfxx.fun/storage/01JXEN5G1WQGSC74GHX8TKRQDC.png,https://www.instagram.com/p/DKttBiOPNUP/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
91,ESSAY FUSION 2025 FUTURE SYNERGY OF UNSEFA & SIFTA,2025-06-29,30000,https://barium.dfxx.fun/storage/01JWTNBHCMFK31627HW0RPX9Y4.png,https://www.instagram.com/p/DKVcbWjzJWs/?utm_source=ig_web_copy_link,,,,TRUE
84,DIPONEGORO POSTER COMPETITION,2025-06-30,0,https://barium.dfxx.fun/storage/01JWTKTENCN3KT589DWWRVMWH3.png,https://www.instagram.com/p/DJ6o0x_JScC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
89,LOMBA POSTER BANK INDONESIA,2025-06-30,0,https://barium.dfxx.fun/storage/01JWTN04WK4210HCY86YGNF74F.png,https://www.instagram.com/p/DKVc4CXzIAm/?utm_source=ig_web_copy_link,,,,TRUE
113,BMC AMBITION 2025,2025-07-04,125000,https://barium.dfxx.fun/storage/01JZ8CP5Y05FQTR2H3JPPEFTTG.png,https://www.instagram.com/p/DLhcxmWvWBI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
120,[Industrial Engineering Competition 2025 – EXTENDED until 5 July! ],2025-07-05,30000,https://barium.dfxx.fun/storage/01JZ8DPXG84V27RK0B83VQFGH8.png,https://www.instagram.com/p/DLmT0MnJ-4A/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
117,[PELATIHAN KALIBRASI ALAT UKUR LABORATORIUM BATCH 9],2025-07-06,0,https://barium.dfxx.fun/storage/01JZ8D7Y22Q4215R5GH4S37K1B.png,https://www.instagram.com/p/DLo5K-ipLTA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
116,LOMBA POSTER PINTAR,2025-07-08,0,https://barium.dfxx.fun/storage/01JZ8D52YMD15MTR4GBY0Y2FEY.png,https://www.instagram.com/p/DLpaapTSMhP/?utm_source=ig_web_copy_link,,,,TRUE
115,POSTER HEALCAST SOSM 2025,2025-07-09,70000,https://barium.dfxx.fun/storage/01JZ8CZA5K6A1E69J7G0NR7YJ8.png,https://www.instagram.com/p/DLe7KwmPvUu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
122,VETCONE 2025,2025-07-10,70000,https://barium.dfxx.fun/storage/01JZ8DY74HYBNA4MVEBBRNCXVW.png,https://www.instagram.com/p/DLeqk_IpV9R/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
123,[GELOMBANG 1] CEPTION,2025-07-10,110000,https://barium.dfxx.fun/storage/01JZ9MR86S1MSVVYJ83MVRKYMK.png,https://www.instagram.com/p/DLeBsswBs4-/?img_index=1&igsh=MTRsaWlidjI1aG1hZg==,,,,TRUE
112,Pendaftaran Lomba Esai Nasional GELASI 2025,2025-07-11,40000,https://barium.dfxx.fun/storage/01JZ8CJ2HNQSGSGJNM589SZ8YN.png,https://www.instagram.com/p/DLjilZJvFiE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==https://www.instagram.com/p/DLjilZJvFiE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,TRUE
